Text,Difficulty,Text_english_translation
Je t'aurais bien envoyé une photo mais nous n'avons pas d'appareil.,B1,"I would have sent you a picture, but we don&#39;t have a camera."
"Mes parents ont insisté pour qu'on prenne nos chaussures de marche, ils veulent qu'on aille faire des randonnées dans les montagnes.",B1,"My parents insisted that we take our walking shoes, they want us to go hiking in the mountains."
J'espère que tu vas bien et que tes vacances au ski se passent bien aussi.,B1,I hope you are doing well and that your ski vacation is going well too.
"On se reverra à la rentrée, j'ai hâte de te raconter le reste de mon voyage.",B1,"We&#39;ll meet again at the start of the school year, I can&#39;t wait to tell you about the rest of my trip."
"Jason, touriste américain, est en vacances en Provence et vient à Marseille une journée.",B1,"Jason, an American tourist, is on vacation in Provence and comes to Marseille for a day."
Il passe la matinée au Mucem qui est un musée récent et très connu.,B1,He spends the morning at the Mucem which is a recent and well-known museum.
Son architecture moderne s'associe très bien avec la mer toute proche et l'ancien Fort Saint-Jean.,B1,Its modern architecture goes very well with the nearby sea and the old Fort Saint-Jean.
Il fait une promenade sur le Vieux Port.,B1,He takes a walk on the Old Port.
Il y a des marchands de poissons et c'est le départ de nombreux bateaux.,B1,There are fish merchants and it is the departure of many boats.
À midi il prend un sandwich dans un café.,B1,At noon he takes a sandwich in a cafe.
Il n'est pas fatigué et décide de marcher jusqu'à Notre Dame de la Garde.,B1,He is not tired and decides to walk to Notre Dame de la Garde.
Cette basilique est célèbre à Marseille : les supporters de l'OM (club de foot de Marseille) viennent prier pour faire gagner leur équipe !,B1,This basilica is famous in Marseille: supporters of OM (Marseille football club) come to pray to save their team!
Du haut de cette colline la vue sur Marseille est remarquable.,B1,From the top of this hill the view over Marseille is remarkable.
"Maintenant Jason veut voir les plages du Prado, longues de plusieurs kilomètres.",B1,"Now Jason wants to see the Prado beaches, which are several kilometers long."
"Après un trajet en bus, il est heureux de retrouver la mer.",B1,"After a bus ride, he is happy to find the sea again."
Il enlève (ne garde pas) ses chaussures et marche longtemps au bord de l'eau.,B1,He takes off (does not keep) his shoes and walks for a long time at the water&#39;s edge.
La plage est pleine de Marseillais et de touristes.,B1,The beach is full of Marseillais and tourists.
"C'est vraiment génial d'être en ville et d'avoir les monuments, les musées et la plage au même endroit !",B1,"It&#39;s really great to be in town and have the monuments, museums and the beach all in one place!"
Jason a très faim et cherche un restaurant.,B1,Jason is very hungry and is looking for a restaurant.
Il finit sa visite devant une assiette de bouillabaisse.,B1,He ends his visit in front of a plate of bouillabaisse.
"C'est une soupe de poissons, spécialité de Marseille.",B1,"It is a fish soup, a specialty of Marseille."
"À mon avis, par rapport à la journée scolaire de la plupart des pays européens, on n'a pas de chance: on est obligés de se lever tôt et de travailler tard.",B1,"In my opinion, compared to the school day in most European countries, we are unlucky: we have to get up early and work late."
"En Allemagne, par exemple, on n'a pas cours l'après-midi, tandis que nous restons au collège jusqu'à 17 heures.",B1,"In Germany, for example, we don&#39;t have lessons in the afternoon, while we stay in college until 5 p.m."
"En gros, je n'ai rien contre les uniformes.",B1,"Basically, I have nothing against uniforms."
Mais je trouve qu'il vaut mieux permettre aux élèves de s'habiller comme ils veulent.,B1,But I find it better to allow students to dress however they want.
"Après tout, la façon dont ont s'habille fait partie de sa personnalité, non?",B1,"After all, the way she dresses is part of her personality, right?"
"Les devoirs sont, bien sûr, tout à fait nécessaires, si on veut faire des progrès dans ses études.",B1,"Homework is, of course, absolutely necessary if you want to make progress in your studies."
"On ne peut pas tout faire pendant les heures de cours, ce qui me pose un problème, en vue de la journée scolaire.",B1,"You can&#39;t do everything during school hours, which is a problem for me, in view of the school day."
"J'aimerais bien avoir quelques week-ends libres aussi, mais avec tous ces devoirs, pas question!",B1,"I would love to have a few free weekends too, but with all that homework, no way!"
"Même à l'âge de 11 ans, on doit subir des contrôles dans toutes les matières.",B1,"Even at the age of 11, one has to undergo tests in all subjects."
"Il y en a qui disent que c'est trop, mais pas moi.",B1,"There are some who say it&#39;s too much, but not me."
"J'ai intérêt à réussir à mes examens, sinon mes parents seront fâchés, car il n'y a rien de plus important pour eux.",B1,"I had better pass my exams, otherwise my parents will be upset because there is nothing more important to them."
"L'année dernière, j'ai fait deux stages en entreprise.",B1,"Last year, I did two internships in a company."
"Je n'aimais pas tellement être vendeuse, mais je devais essayer de vendre des appareils photo de toutes sortes aux clients.",B1,"I didn&#39;t like being a salesperson so much, but I had to try and sell cameras of all kinds to customers."
Je vais tirer une balle dans chacun de tes membres si tu ne me donnes pas cette serviette.,B1,I&#39;m going to shoot each of your limbs if you don&#39;t give me this towel.
Vous allez piloter ce fichu avion et m'amener en Amérique du Sud.,B1,You&#39;re gonna fly that damn plane and take me to South America.
Pourquoi ne pas avoir donné la serviette alors que tu avais déjà les plans ?,B1,Why didn&#39;t you give the towel when you already had the plans?
Parce que jamais je céderai devant la barbarie.,B1,Because I will never give in to barbarism.
"Commençons tranquillement, voulez-vous ?",B1,"Let&#39;s start quietly, will you?"
Avant de corser les choses.,B1,Before making matters worse.
Le canal a été construit il y a seulement quatre-vingts six ans.,B1,The canal was built only eighty six years ago.
Le canal a un statut international.,B1,The canal has international status.
La compagnie qui le gère est à majorité anglaise.,B1,The company which manages it is predominantly English.
Il jouait au jokari avec un ami.,B1,He was playing jokari with a friend.
L'élastique s'est distendu.,B1,The elastic has loosened.
"Il l'a suivie, emporté par les flots.",B1,"He followed her, carried away by the waves."
C'était un saint homme.,B1,He was a holy man.
L'Égypte est décidément bien meurtrie.,B1,Egypt is decidedly badly damaged.
Monsieur Jefferson avait découvert qu'un stock d'armes avait été dérobé.,B1,Mr. Jefferson had discovered that a stockpile of weapons had been stolen.
"La vie, c'est comme une boîte de chocolats : on ne sait jamais sur quoi on va tomber",B1,Life is like a box of chocolates: you never know what you&#39;re going to fall on
Un grand pouvoir implique de grandes responsabilités.,B1,With great power comes great responsibility.
"Avant, je me disais que ma vie était une tragédie.",B1,I used to tell myself that my life was a tragedy.
Je me rends compte que c’est une comédie.,B1,I realize it&#39;s a comedy.
"Pour survivre à la guerre, il faut devenir la guerre.",B1,"To survive war, you have to become war."
"Ils habitent en face d'une serveuse, Penny, dont le rêve est de devenir actrice.",B1,"They live across from a waitress, Penny, whose dream is to become an actress."
Chaque partie est jouée en plusieurs manches.,B1,Each game is played over several rounds.
Le nombre de manche est variable selon le mode joué.,B1,The number of rounds is variable depending on the mode played.
"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche.",B2,"Sitting on the terrace in the tourist district of Vieux Lyon, James sips a cold lemonade."
"Avec la chaleur estivale, cette journée d’exploration se révèle très fatigante !",B2,"With the summer heat, this day of exploration is very tiring!"
"Ce matin, James s’est levé tôt, a loué un vélo et a parcouru les rues de Lyon.",B2,"This morning, James got up early, rented a bike and roamed the streets of Lyon."
"Il a longé les quais de la Saône, traversé la presqu’île, puis rejoint les quais du Rhône.",B2,"He walked along the banks of the Saône, crossed the peninsula, then joined the banks of the Rhône."
"n chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B2,"On the way, he was able to admire the magnificent Bartholdi fountain on the large Place des Terreaux."
"Il s’est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, et une brioche aux pralines, pâtisserie typiquement lyonnaise.",B2,"He also stopped in a bakery where he hesitated for a long time between a pain au chocolat, a croissant, and a brioche with pralines, a typical Lyonnaise pastry."
